종목코드,종목명,운용사,수익률,총 보수
454320,HANARO CAPEX설비투자iSelect,엔에이치아문디자산운용,5.12,0.45
433880,PLUS TDF2060액티브,한화자산운용,5.12,0.2
451060,1Q K200액티브,하나자산운용,5.11,0.18
385520,KODEX 자율주행액티브,삼성자산운용,5.09,0.5
332930,HANARO 200TR,엔에이치아문디자산운용,5.09,0.07
152100,PLUS 200,한화자산운용,5.08,0.017
278530,KODEX 200TR,삼성자산운용,5.08,0.05
0047P0,RISE 테슬라고정테크100,케이비자산운용,5.07,0.2
069500,KODEX 200,삼성자산운용,5.07,0.15
293180,HANARO 200,엔에이치아문디자산운용,5.05,0.036
250730,RISE 차이나HSCEI(H),케이비자산운용,5.05,0.021
0040X0,SOL 팔란티어미국채커버드콜혼합,신한자산운용,5.05,0.35
493420,SOL 미국배당다우존스2호,신한자산운용,5.05,0.05
480030,ACE 미국500데일리타겟커버드콜(합성),한국투자신탁운용,5.04,0.45
361580,RISE 200TR,케이비자산운용,5.04,0.012
489250,KODEX 미국배당다우존스,삼성자산운용,5.03,0.009
359210,KODEX 코스피TR,삼성자산운용,5.02,0.07
466940,TIGER 은행고배당플러스TOP10,미래에셋자산운용,5.02,0.3
402970,ACE 미국배당다우존스,한국투자신탁운용,5.02,0.01
108590,TREX 200,유리에셋,5.01,0.325
105190,ACE 200,한국투자신탁운용,5.0,0.017
375760,HANARO 탄소효율그린뉴딜,엔에이치아문디자산운용,5.0,0.2
102110,TIGER 200,미래에셋자산운용,4.98,0.05
310960,TIGER 200TR,미래에셋자산운용,4.98,0.09
472350,1Q 차이나H(H),하나자산운용,4.98,0.11
140950,파워 코스피100,교보악사자산운용,4.97,0.155
0049M0,ACE 미국배당퀄리티+커버드콜액티브,한국투자신탁운용,4.97,0.15
491220,PLUS 200TR,한화자산운용,4.96,0.01
448100,WON 200,우리자산운용,4.96,0.05
445690,BNK 주주가치액티브,비엔케이자산운용,4.96,0.495
472840,ITF 200,아이비케이자산운용,4.96,0.08
148020,RISE 200,케이비자산운용,4.96,0.017
332500,ACE 200TR,한국투자신탁운용,4.96,0.01
294400,KIWOOM 200TR,키움투자자산운용,4.95,0.012
295040,SOL 200TR,신한자산운용,4.95,0.05
152870,파워 200,교보악사자산운용,4.94,0.145
139290,TIGER 200 경기소비재,미래에셋자산운용,4.94,0.4
153270,KIWOOM 코스피100,키움투자자산운용,4.94,0.195
434960,DAISHIN343 K200,대신자산운용,4.93,0.1
159800,마이티 코스피100,디비자산운용,4.93,0.375
292160,TIGER KRX300,미래에셋자산운용,4.92,0.07
482870,HANARO 주주가치성장코리아액티브,엔에이치아문디자산운용,4.92,0.6
0036R0,RISE 미국휴머노이드로봇,케이비자산운용,4.92,0.4
237350,KODEX 코스피100,삼성자산운용,4.91,0.15
337140,KODEX 코스피대형주,삼성자산운용,4.91,0.15
277640,TIGER 코스피대형주,미래에셋자산운용,4.88,0.24
365040,TIGER AI코리아그로스액티브,미래에셋자산운용,4.87,0.4
433250,UNICORN R&D 액티브,현대자산운용,4.85,0.355
494890,KODEX 200액티브,삼성자산운용,4.84,0.15
491700,HK 200,흥국자산운용,4.78,0.05
0007N0,아이엠에셋 200,아이엠에셋자산운용,4.77,0.05
464600,SOL 자동차소부장Fn,신한자산운용,4.77,0.45
069660,KIWOOM 200,키움투자자산운용,4.76,0.05
302450,RISE 코스피,케이비자산운용,4.76,0.14
226490,KODEX 코스피,삼성자산운용,4.74,0.15
290130,RISE ESG사회책임투자,케이비자산운용,4.73,0.3
453650,KODEX 미국S&P500금융,삼성자산운용,4.73,0.25
462340,에셋플러스 글로벌다이나믹시니어액티브,에셋플러스자산운용,4.72,0.99
292730,FOCUS KRX300,브이아이자산운용,4.71,0.1
490600,RISE 미국배당100데일리고정커버드콜,케이비자산운용,4.71,0.25
227830,PLUS 코스피,한화자산운용,4.7,0.2
277630,TIGER 코스피,미래에셋자산운용,4.69,0.12
100910,KIWOOM KRX100,키움투자자산운용,4.68,0.23
471040,KoAct 글로벌AI&로봇액티브,삼성액티브자산운용,4.67,0.5
104520,KIWOOM 블루칩,키움투자자산운용,4.66,0.4
364690,KODEX 혁신기술테마액티브,삼성자산운용,4.61,0.3
287180,PLUS 미국나스닥테크,한화자산운용,4.61,0.5
105780,RISE 5대그룹주,케이비자산운용,4.58,0.4
448540,ACE 엔비디아채권혼합블룸버그,한국투자신탁운용,4.58,0.07
213630,PLUS 미국다우존스고배당주(합성 H),한화자산운용,4.54,0.4
280930,KODEX 미국러셀2000(H),삼성자산운용,4.53,0.45
144600,KODEX 은선물(H),삼성자산운용,4.53,0.68
225060,TIGER 이머징마켓MSCI레버리지(합성 H),미래에셋자산운용,4.53,0.58
483240,TIGER 미국나스닥100ETF선물,미래에셋자산운용,4.53,0.009
285690,FOCUS ESG리더스,브이아이자산운용,4.51,0.1
328370,PLUS 코스피TR,한화자산운용,4.5,0.15
484880,SOL 금융지주플러스고배당,신한자산운용,4.5,0.3
280920,PLUS 주도업종,한화자산운용,4.49,0.23
0057H0,PLUS 미국S&P500미국채혼합50액티브,한화자산운용,4.48,0.15
305050,ACE 코스피,한국투자신탁운용,4.47,0.02
0067V0,TIGER 차이나글로벌리더스TOP3+,미래에셋자산운용,4.46,0.49
475350,RISE 버크셔포트폴리오TOP10,케이비자산운용,4.44,0.01
381180,TIGER 미국필라델피아반도체나스닥,미래에셋자산운용,4.44,0.49
289250,TIGER MSCI KOREA ESG유니버설,미래에셋자산운용,4.44,0.4
371450,TIGER 글로벌클라우드컴퓨팅INDXX,미래에셋자산운용,4.44,0.49
391670,HK 베스트일레븐액티브,흥국자산운용,4.42,0.3
485810,TIMEFOLIO 글로벌안티에이징바이오액티브,타임폴리오자산운용,4.41,0.8
448330,KODEX 삼성전자채권혼합,삼성자산운용,4.39,0.07
458760,TIGER 미국배당다우존스타겟커버드콜2호,미래에셋자산운용,4.38,0.39
0065G0,KODEX 차이나테크TOP10,삼성자산운용,4.37,0.45
275290,KODEX 가치주,삼성자산운용,4.34,0.3
315960,RISE 대형고배당10TR,케이비자산운용,4.33,0.07
404120,TIMEFOLIO K신재생에너지액티브,타임폴리오자산운용,4.31,0.8
269540,PLUS 미국S&P500(H),한화자산운용,4.29,0.3
316300,ACE 싱가포르리츠,한국투자신탁운용,4.28,0.4
448290,TIGER 미국S&P500(H),미래에셋자산운용,4.27,0.07
252650,KODEX 200동일가중,삼성자산운용,4.25,0.25
352560,KODEX 미국부동산리츠(H),삼성자산운용,4.24,0.09
0052S0,1Q 미국S&P500미국채혼합50액티브,하나자산운용,4.24,0.15
435040,ACE 글로벌브랜드TOP10블룸버그,한국투자신탁운용,4.23,0.5
447620,SOL 미국TOP5채권혼합40 Solactive,신한자산운용,4.23,0.25
438740,마이다스 중소형액티브,마이다스에셋,4.23,0.62
454180,KIWOOM 차이나내수소비TOP CSI,키움투자자산운용,4.22,0.42
449180,KODEX 미국S&P500(H),삼성자산운용,4.21,0.009
412770,TIGER 글로벌AI플랫폼액티브,미래에셋자산운용,4.21,0.79
414270,ACE 글로벌자율주행액티브,한국투자신탁운용,4.19,0.29
434060,KODEX TDF2050액티브,삼성자산운용,4.19,0.3
435550,KIWOOM TDF2050액티브,키움투자자산운용,4.18,0.38
139280,TIGER 경기방어,미래에셋자산운용,4.17,0.4
0068M0,KODEX 미국S&P500버퍼6월액티브,삼성자산운용,4.16,0.39
442570,RISE TDF2050액티브,케이비자산운용,4.16,0.01
448630,RISE 삼성그룹Top3채권혼합,케이비자산운용,4.16,0.2
441640,KODEX 미국배당커버드콜액티브,삼성자산운용,4.16,0.19
458750,TIGER 미국배당다우존스타겟커버드콜1호,미래에셋자산운용,4.13,0.39
219480,KODEX 미국S&P500선물(H),삼성자산운용,4.12,0.05
0021E0,ACE TDF2050액티브,한국투자신탁운용,4.11,0.35
453330,RISE 미국S&P500(H),케이비자산운용,4.1,0.004
322410,HANARO 고배당,엔에이치아문디자산운용,4.1,0.25
373790,KIWOOM 미국방어배당성장나스닥,키움투자자산운용,4.1,0.4
275980,TIGER 글로벌4차산업혁신기술(합성 H),미래에셋자산운용,4.08,0.4
225800,KIWOOM 미국달러선물레버리지,키움투자자산운용,4.07,0.64
329670,KODEX TRF7030,삼성자산운용,4.07,0.1
261250,KODEX 미국달러선물레버리지,삼성자산운용,4.07,0.45
0008S0,TIGER 미국배당다우존스타겟데일리커버드콜,미래에셋자산운용,4.05,0.25
143850,TIGER 미국S&P500선물(H),미래에셋자산운용,4.05,0.23
483290,KODEX 미국배당다우존스타겟커버드콜,삼성자산운용,4.04,0.39
261110,TIGER 미국달러선물레버리지,미래에셋자산운용,4.04,0.05
413930,WON AI ESG액티브,우리자산운용,4.04,0.31
140580,RISE 우량업종대표주,케이비자산운용,4.04,0.4
473640,HANARO 글로벌금채굴기업,엔에이치아문디자산운용,4.03,0.45
449780,KIWOOM 미국S&P500(H),키움투자자산운용,4.03,0.04
277650,TIGER 코스피중형주,미래에셋자산운용,3.99,0.24
325010,KODEX 성장주,삼성자산운용,3.98,0.3
437370,RISE 글로벌농업경제,케이비자산운용,3.98,0.4
448300,TIGER 미국나스닥100(H),미래에셋자산운용,3.97,0.006
457480,ACE 테슬라밸류체인액티브,한국투자신탁운용,3.96,0.29
0026E0,KODEX 미국S&P500버퍼3월액티브,삼성자산운용,3.92,0.39
449190,KODEX 미국나스닥100(H),삼성자산운용,3.89,0.009
435540,KIWOOM TDF2040액티브,키움투자자산운용,3.89,0.34
281990,RISE 중소형고배당,케이비자산운용,3.89,0.3
433870,PLUS TDF2050액티브,한화자산운용,3.85,0.18
411050,ACE 글로벌메타버스테크액티브,한국투자신탁운용,3.84,0.5
161510,PLUS 고배당주,한화자산운용,3.83,0.23
0052D0,TIGER 코리아배당다우존스,미래에셋자산운용,3.82,0.25
423170,SOL 한국형글로벌반도체액티브,신한자산운용,3.82,0.55
315930,KODEX Top5PlusTR,삼성자산운용,3.8,0.15
453950,TIGER TSMC파운드리밸류체인,미래에셋자산운용,3.79,0.49
091170,KODEX 은행,삼성자산운용,3.78,0.3
218420,KODEX 미국S&P500에너지(합성),삼성자산운용,3.78,0.25
494420,PLUS 미국배당증가성장주데일리커버드콜,한화자산운용,3.77,0.39
428560,KODEX 미국ETF산업Top10 Indxx,삼성자산운용,3.77,0.5
091220,TIGER 은행,미래에셋자산운용,3.77,0.46
453080,KIWOOM 미국나스닥100(H),키움투자자산운용,3.77,0.04
495750,HANARO 코리아밸류업,엔에이치아문디자산운용,3.76,0.03
181480,ACE 미국부동산리츠(합성 H),한국투자신탁운용,3.76,0.3
248270,TIGER S&P글로벌헬스케어(합성),미래에셋자산운용,3.75,0.4
304940,KODEX 미국나스닥100선물(H),삼성자산운용,3.75,0.05
452440,VITA 밸류알파액티브,한국투자밸류자산운용,3.73,0.6
279530,KODEX 고배당주,삼성자산운용,3.73,0.3
463690,KODEX 미국S&P500커뮤니케이션,삼성자산운용,3.71,0.25
472150,TIGER 배당커버드콜액티브,미래에셋자산운용,3.71,0.5
433980,KODEX TDF2040액티브,삼성자산운용,3.7,0.25
442090,에셋플러스 코리아대장장이액티브,에셋플러스자산운용,3.69,0.975
252000,TIGER 200동일가중,미래에셋자산운용,3.66,0.21
189400,PLUS 글로벌MSCI(합성 H),한화자산운용,3.64,0.4
0019K0,TIMEFOLIO 미국나스닥100채권혼합50액티브,타임폴리오자산운용,3.63,0.25
131890,ACE 삼성그룹동일가중,한국투자신탁운용,3.62,0.15
226980,KODEX 200 중소형,삼성자산운용,3.6,0.3
496770,PLUS 글로벌방산,한화자산운용,3.58,0.45
442560,RISE TDF2040액티브,케이비자산운용,3.57,0.01
442260,마이티 다이나믹퀀트액티브,디비자산운용,3.56,0.295
447430,ACE 주주환원가치주액티브,한국투자신탁운용,3.56,0.7
395760,PLUS ESG성장주액티브,한화자산운용,3.55,0.105
441680,TIGER 미국나스닥100커버드콜(합성),미래에셋자산운용,3.54,0.37
417630,TIGER KEDI혁신기업ESG30,미래에셋자산운용,3.53,0.5
445910,TIGER MKF배당귀족,미래에셋자산운용,3.49,0.2
499150,SOL 미국S&P500엔화노출(H),신한자산운용,3.48,0.15
491510,파워 K-주주가치액티브,교보악사자산운용,3.47,0.405
469060,RISE 미국반도체NYSE,케이비자산운용,3.47,0.01
227570,TIGER 우량가치,미래에셋자산운용,3.46,0.35
0022T0,SOL 국제금커버드콜액티브,신한자산운용,3.43,0.45
487950,KODEX 대만테크고배당다우존스,삼성자산운용,3.43,0.45
241390,RISE V&S셀렉트밸류채권혼합,케이비자산운용,3.42,0.23
0005C0,RISE 미국S&P500엔화노출(합성 H),케이비자산운용,3.4,0.1
269420,KODEX S&P글로벌인프라(합성),삼성자산운용,3.38,0.26
276000,TIGER 글로벌자원생산기업(합성 H),미래에셋자산운용,3.37,0.4
0015K0,TIGER 미국소비트렌드액티브,미래에셋자산운용,3.34,0.79
291890,KODEX MSCI EM선물(H),삼성자산운용,3.34,0.45
438100,ACE 미국나스닥100채권혼합액티브,한국투자신탁운용,3.33,0.15
489030,PLUS 고배당주위클리커버드콜,한화자산운용,3.32,0.3
453640,KODEX 미국S&P500헬스케어,삼성자산운용,3.3,0.25
438080,ACE 미국S&P500채권혼합액티브,한국투자신탁운용,3.3,0.15
486240,DAISHIN343 AI반도체&인프라액티브,대신자산운용,3.28,0.36
452360,SOL 미국배당다우존스(H),신한자산운용,3.28,0.05
495040,PLUS 코리아밸류업,한화자산운용,3.26,0.009
446770,ACE 글로벌반도체TOP4 Plus SOLACTIVE,한국투자신탁운용,3.26,0.45
292150,TIGER TOP10,미래에셋자산운용,3.25,0.15
337120,KODEX 멀티팩터,삼성자산운용,3.24,0.3
326240,RISE IT플러스,케이비자산운용,3.24,0.4
352540,KODEX 일본부동산리츠(H),삼성자산운용,3.24,0.3
367760,RISE 5G테크,케이비자산운용,3.19,0.45
424460,HANARO 글로벌워터MSCI(합성),엔에이치아문디자산운용,3.19,0.5
183710,RISE 주식혼합,케이비자산운용,3.19,0.25
495550,SOL 코리아밸류업TR,신한자산운용,3.16,0.05
475300,SOL 반도체전공정,신한자산운용,3.1,0.45
495330,1Q 코리아밸류업,하나자산운용,3.07,0.02
0049K0,ACE 미국배당퀄리티채권혼합50,한국투자신탁운용,3.07,0.15
280320,ACE 미국IT인터넷S&P(합성 H),한국투자신탁운용,3.06,0.5
440340,TIGER 글로벌멀티에셋TIF액티브,미래에셋자산운용,3.05,0.55
496090,KIWOOM 코리아밸류업,키움투자자산운용,3.05,0.009
329660,KODEX TRF5050,삼성자산운용,3.05,0.17
464610,SOL 의료기기소부장Fn,신한자산운용,3.04,0.45
270800,RISE KQ고배당,케이비자산운용,3.04,0.3
453630,KODEX 미국S&P500필수소비재,삼성자산운용,3.04,0.25
460960,ACE 글로벌인컴TOP10 SOLACTIVE,한국투자신탁운용,3.03,0.24
498400,KODEX 200타겟위클리커버드콜,삼성자산운용,3.01,0.39
435530,KIWOOM TDF2030액티브,키움투자자산운용,3.0,0.3
147970,TIGER 모멘텀,미래에셋자산운용,2.98,0.23
244620,KODEX 모멘텀Plus,삼성자산운용,2.97,0.3
395750,PLUS ESG가치주액티브,한화자산운용,2.96,0.105
472170,TIGER 미국테크TOP10채권혼합,미래에셋자산운용,2.95,0.25
0021D0,ACE TDF2030액티브,한국투자신탁운용,2.9,0.3
354240,RISE 미국고정배당우선증권,케이비자산운용,2.88,0.5
495850,KODEX 코리아밸류업,삼성자산운용,2.87,0.008
195930,TIGER 유로스탁스50(합성 H),미래에셋자산운용,2.86,0.24
487130,KoAct AI인프라액티브,삼성액티브자산운용,2.86,0.5
496080,TIGER 코리아밸류업,미래에셋자산운용,2.86,0.008
475380,RISE 글로벌리얼티인컴,케이비자산운용,2.81,0.01
0064K0,KODEX 금액티브,삼성자산운용,2.8,0.3
0036D0,TIMEFOLIO 미국배당다우존스액티브,타임폴리오자산운용,2.76,0.8
498410,KODEX 금융고배당TOP10타겟위클리커버드콜,삼성자산운용,2.75,0.39
253290,RISE 헬스케어채권혼합,케이비자산운용,2.74,0.35
0066W0,SOL 국제금,신한자산운용,2.74,0.3
480040,ACE 미국반도체데일리타겟커버드콜(합성),한국투자신탁운용,2.73,0.45
139230,TIGER 200 중공업,미래에셋자산운용,2.73,0.34
314250,KODEX 미국빅테크10(H),삼성자산운용,2.7,0.45
275280,KODEX 모멘텀주,삼성자산운용,2.7,0.3
447660,PLUS 애플채권혼합,한화자산운용,2.69,0.25
450190,KODEX 한중반도체(합성),삼성자산운용,2.68,0.25
496130,TRUSTON 코리아밸류업액티브,트러스톤자산운용,2.66,0.785
210780,TIGER 코스피고배당,미래에셋자산운용,2.64,0.24
174350,TIGER 로우볼,미래에셋자산운용,2.63,0.4
496120,ACE 코리아밸류업,한국투자신탁운용,2.62,0.09
284430,KODEX 200미국채혼합,삼성자산운용,2.62,0.35
276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),삼성자산운용,2.61,0.3
379790,RISE 유로스탁스50(H),케이비자산운용,2.6,0.021
494180,TIMEFOLIO 글로벌소비트렌드액티브,타임폴리오자산운용,2.59,0.8
256440,ACE 인도네시아MSCI(합성),한국투자신탁운용,2.58,0.7
0072R0,TIGER KRX금현물,미래에셋자산운용,2.57,0.15
460280,KIWOOM Fn유전자혁신기술,키움투자자산운용,2.56,0.4
307520,TIGER 지주회사,미래에셋자산운용,2.56,0.5
411060,ACE KRX금현물,한국투자신탁운용,2.56,0.19
474800,KIWOOM 미국원유에너지기업,키움투자자산운용,2.56,0.29
487750,BNK 온디바이스AI,비엔케이자산운용,2.56,0.395
433970,KODEX TDF2030액티브,삼성자산운용,2.55,0.2
400590,SOL 글로벌탄소배출권선물ICE(합성),신한자산운용,2.55,0.55
166400,TIGER 200커버드콜OTM,미래에셋자산운용,2.55,0.38
105010,TIGER 라틴35,미래에셋자산운용,2.54,0.49
195920,TIGER 일본TOPIX(합성 H),미래에셋자산운용,2.52,0.24
101280,KODEX 일본TOPIX100,삼성자산운용,2.5,0.19
449690,TIGER 한중반도체(합성),미래에셋자산운용,2.47,0.35
442550,RISE TDF2030액티브,케이비자산운용,2.45,0.01
337150,KODEX 200exTOP,삼성자산운용,2.42,0.3
130680,TIGER 원유선물Enhanced(H),미래에셋자산운용,2.42,0.69
401590,HANARO 글로벌탄소배출권선물ICE(합성),엔에이치아문디자산운용,2.4,0.5
0040Y0,SOL 팔란티어커버드콜OTM채권혼합,신한자산운용,2.39,0.35
269530,PLUS S&P글로벌인프라,한화자산운용,2.39,0.3
266410,KODEX 필수소비재,삼성자산운용,2.37,0.45
473590,ACE 미국주식베스트셀러,한국투자신탁운용,2.37,0.3
195980,PLUS 신흥국MSCI(합성 H),한화자산운용,2.37,0.5
490490,SOL 미국배당미국채혼합50,신한자산운용,2.36,0.15
461490,RISE 글로벌자산배분액티브,케이비자산운용,2.35,0.01
244660,KODEX 퀄리티Plus,삼성자산운용,2.33,0.3
192720,파워 고배당저변동성,교보악사자산운용,2.33,0.23
291130,ACE 멕시코MSCI(합성),한국투자신탁운용,2.32,0.5
140710,KODEX 운송,삼성자산운용,2.32,0.45
475310,SOL 반도체후공정,신한자산운용,2.3,0.45
238720,ACE 일본Nikkei225(H),한국투자신탁운용,2.29,0.3
279540,KODEX 최소변동성,삼성자산운용,2.29,0.3
275300,KODEX 우량주,삼성자산운용,2.29,0.3
468380,KODEX iShares미국하이일드액티브,삼성자산운용,2.29,0.15
395160,KODEX AI반도체,삼성자산운용,2.27,0.45
195970,PLUS 선진국MSCI(합성 H),한화자산운용,2.27,0.5
456200,PLUS 미국달러SOFR금리액티브(합성),한화자산운용,2.23,0.09
495050,RISE 코리아밸류업,케이비자산운용,2.2,0.008
457930,BNK 미래전략기술액티브,비엔케이자산운용,2.19,0.495
329750,TIGER 미국달러단기채권액티브,미래에셋자산운용,2.18,0.3
0048J0,KODEX 미국머니마켓액티브,삼성자산운용,2.17,0.05
251590,PLUS 고배당저변동50,한화자산운용,2.17,0.23
460270,KIWOOM 미국달러SOFR금리액티브(합성),키움투자자산운용,2.17,0.05
456880,ACE 미국달러SOFR금리(합성),한국투자신탁운용,2.15,0.05
433860,PLUS TDF2040액티브,한화자산운용,2.12,0.16
468370,KODEX iShares미국인플레이션국채액티브,삼성자산운용,2.11,0.1
329650,KODEX TRF3070,삼성자산운용,2.08,0.24
456610,TIGER 미국달러SOFR금리액티브(합성),미래에셋자산운용,2.08,0.05
269370,TIGER S&P글로벌인프라(합성),미래에셋자산운용,2.07,0.4
332610,PLUS 미국단기회사채(AAA~A),한화자산운용,2.07,0.315
261220,KODEX WTI원유선물(H),삼성자산운용,2.07,0.35
261240,KODEX 미국달러선물,삼성자산운용,2.06,0.25
467620,KIWOOM 25-09 미국채권(AA-이상)액티브,키움투자자산운용,2.02,0.29
182480,TIGER 미국MSCI리츠(합성 H),미래에셋자산운용,2.0,0.24
0018C0,PLUS 고배당주위클리고정커버드콜,한화자산운용,1.98,0.3
455960,RISE 미국달러SOFR금리액티브(합성),케이비자산운용,1.98,0.05
307510,TIGER 의료기기,미래에셋자산운용,1.97,0.5
367740,HANARO Fn5G산업,엔에이치아문디자산운용,1.97,0.45
455030,KODEX 미국달러SOFR금리액티브(합성),삼성자산운용,1.97,0.15
284980,RISE 200금융,케이비자산운용,1.95,0.19
437350,RISE 미국단기투자등급회사채액티브,케이비자산운용,1.95,0.1
225130,ACE 골드선물 레버리지(합성 H),한국투자신탁운용,1.92,0.49
0046A0,TIGER 미국초단기(3개월이하)국채,미래에셋자산운용,1.91,0.09
138230,KIWOOM 미국달러선물,키움투자자산운용,1.91,0.37
227560,TIGER 200 생활소비재,미래에셋자산운용,1.89,0.4
495230,KoAct 코리아밸류업액티브,삼성액티브자산운용,1.89,0.5
104530,KIWOOM 고배당,키움투자자산운용,1.88,0.19
437070,KODEX 아시아달러채권ESG플러스액티브,삼성자산운용,1.83,0.18
304670,KODEX 미국30년국채울트라선물인버스(H),삼성자산운용,1.81,0.3
266390,KODEX 경기소비재,삼성자산운용,1.81,0.45
472720,TRUSTON 주주가치액티브,트러스톤자산운용,1.8,0.785
332620,PLUS 미국장기우량회사채,한화자산운용,1.8,0.315
468630,KODEX iShares미국투자등급회사채액티브,삼성자산운용,1.78,0.1
434730,HANARO 원자력iSelect,엔에이치아문디자산운용,1.78,0.45
435420,TIGER 미국나스닥100채권혼합Fn,미래에셋자산운용,1.76,0.25
440650,ACE 미국달러단기채권액티브,한국투자신탁운용,1.72,0.3
360150,KODEX 코스닥150롱코스피200숏선물,삼성자산운용,1.72,0.64
241180,TIGER 일본니케이225,미래에셋자산운용,1.71,0.29
326230,RISE 내수주플러스,케이비자산운용,1.67,0.4
395270,HANARO Fn K-반도체,엔에이치아문디자산운용,1.65,0.45
140700,KODEX 보험,삼성자산운용,1.61,0.45
469050,RISE 미국반도체NYSE(H),케이비자산운용,1.6,0.01
183700,RISE 채권혼합,케이비자산운용,1.51,0.2
421320,PLUS 우주항공&UAM,한화자산운용,1.48,0.45
498860,RISE 코리아금융고배당,케이비자산운용,1.47,0.1
139310,TIGER 금속선물(H),미래에셋자산운용,1.47,0.69
497780,KoAct 미국천연가스인프라액티브,삼성액티브자산운용,1.45,0.5
266370,KODEX IT,삼성자산운용,1.44,0.45
476850,KoAct 배당성장액티브,삼성액티브자산운용,1.41,0.5
400580,SOL 유럽탄소배출권선물S&P(H),신한자산운용,1.41,0.55
289480,TIGER 200커버드콜,미래에셋자산운용,1.4,0.38
237440,TIGER 경기방어채권혼합,미래에셋자산운용,1.37,0.18
139270,TIGER 200 금융,미래에셋자산운용,1.36,0.4
474590,WON 반도체밸류체인액티브,우리자산운용,1.35,0.31
