종목코드,종목명,운용사,평균 순자산총액,평균 거래대금,평균 거래량,평균 외국인보유비중
459580,KODEX CD금리액티브(합성),삼성자산운용,8117593.0,206166.0,192015,0.0
360750,TIGER 미국S&P500,미래에셋자산운용,7970519.0,86200.0,4100009,0.12
069500,KODEX 200,삼성자산운용,6417181.0,496424.0,11826081,33.08
488770,KODEX 머니마켓액티브,삼성자산운용,6175286.0,44236.0,428575,0.0
133690,TIGER 미국나스닥100,미래에셋자산운용,4915780.0,39953.0,292047,0.09
357870,TIGER CD금리투자KIS(합성),미래에셋자산운용,4592690.0,11919.0,211882,0.03
379800,KODEX 미국S&P500,삼성자산운용,4349351.0,85436.0,4417290,0.15
423160,KODEX KOFR금리액티브(합성),삼성자산운용,3799823.0,36857.0,333058,0.0
273130,KODEX 종합채권(AA-이상)액티브,삼성자산운용,3277342.0,6715.0,56615,0.0
381170,TIGER 미국테크TOP10 INDXX,미래에셋자산운용,3064464.0,70590.0,2933037,0.19
449170,TIGER KOFR금리액티브(합성),미래에셋자산운용,2734582.0,6992.0,64055,0.0
102110,TIGER 200,미래에셋자산운용,2674359.0,121670.0,2905910,10.85
278530,KODEX 200TR,삼성자산운용,2640344.0,11077.0,741370,0.01
379810,KODEX 미국나스닥100,삼성자산운용,2569898.0,23577.0,1144985,0.17
122630,KODEX 레버리지,삼성자산운용,2494139.0,641713.0,27327548,0.25
381180,TIGER 미국필라델피아반도체나스닥,미래에셋자산운용,2434681.0,29467.0,1470381,0.67
455890,RISE 머니마켓액티브,케이비자산운용,2323497.0,22354.0,411063,1.19
453850,ACE 미국30년국채액티브(H),한국투자신탁운용,2143433.0,18177.0,2374480,0.01
481050,KODEX CD1년금리플러스액티브(합성),삼성자산운용,2130900.0,12891.0,12605,0.0
360200,ACE 미국S&P500,한국투자신탁운용,2027093.0,11654.0,547891,0.08
458730,TIGER 미국배당다우존스,미래에셋자산운용,1995973.0,12724.0,1082910,0.05
233740,KODEX 코스닥150레버리지,삼성자산운용,1865738.0,229474.0,27717157,0.36
453540,TIGER 25-10 회사채(A+이상)액티브,미래에셋자산운용,1658309.0,6712.0,121819,0.17
214980,KODEX 단기채권PLUS,삼성자산운용,1520028.0,6886.0,59931,0.0
385540,RISE 종합채권(A-이상)액티브,케이비자산운용,1509980.0,388.0,3526,0.0
367380,ACE 미국나스닥100,한국투자신탁운용,1508305.0,8748.0,371248,0.05
371460,TIGER 차이나전기차SOLACTIVE,미래에셋자산운용,1492808.0,8474.0,909791,0.41
310970,TIGER MSCI Korea TR,미래에셋자산운용,1446588.0,235.0,13593,0.0
148020,RISE 200,케이비자산운용,1393807.0,44423.0,1052652,0.04
0043B0,TIGER 머니마켓액티브,미래에셋자산운용,1359126.0,6445.0,64035,0.0
252670,KODEX 200선물인버스2X,삼성자산운용,1355607.0,492862.0,352055438,0.8
494900,TIGER 25-12 금융채(AA-이상),미래에셋자산운용,1277146.0,66.0,1280,0.0
102780,KODEX 삼성그룹,삼성자산운용,1273269.0,6583.0,679822,13.07
229200,KODEX 코스닥150,삼성자산운용,1270467.0,134440.0,10428242,0.88
411060,ACE KRX금현물,한국투자신탁운용,1236736.0,16816.0,811735,0.67
476550,TIGER 미국30년국채커버드콜액티브(H),미래에셋자산운용,1223985.0,11037.0,1386588,0.02
161510,PLUS 고배당주,한화자산운용,1141241.0,51655.0,2592324,0.28
449450,PLUS K방산,한화자산운용,1109149.0,91602.0,1855461,0.54
477080,RISE CD금리액티브(합성),케이비자산운용,1009233.0,804.0,7717,0.0
451540,TIGER 종합채권(AA-이상)액티브,미래에셋자산운용,976610.0,708.0,12456,0.0
292150,TIGER TOP10,미래에셋자산운용,972373.0,4569.0,354845,30.44
491080,KODEX 25-12 은행채(AAA)액티브,삼성자산운용,967285.0,126.0,1223,0.0
371160,TIGER 차이나항셍테크,미래에셋자산운용,957067.0,15200.0,1897621,0.77
368590,RISE 미국나스닥100,케이비자산운용,956077.0,5278.0,231687,0.01
466920,SOL 조선TOP3플러스,신한자산운용,952648.0,65494.0,2560938,0.57
475630,TIGER CD1년금리액티브(합성),미래에셋자산운용,951213.0,14120.0,13475,0.0
457480,ACE 테슬라밸류체인액티브,한국투자신탁운용,948780.0,40987.0,2823910,0.47
458760,TIGER 미국배당다우존스타겟커버드콜2호,미래에셋자산운용,926976.0,4534.0,479320,0.01
379780,RISE 미국S&P500,케이비자산운용,915533.0,6517.0,355048,0.01
305720,KODEX 2차전지산업,삼성자산운용,905549.0,41244.0,3760421,0.35
294400,KIWOOM 200TR,키움투자자산운용,904487.0,8873.0,164928,0.01
436140,SOL 종합채권(AA-이상)액티브,신한자산운용,858677.0,211.0,1831,0.0
0061Z0,RISE 단기특수은행채액티브,케이비자산운용,847113.0,2777.0,55459,0.0
469830,SOL 초단기채권액티브,신한자산운용,844672.0,13605.0,255087,0.01
157450,TIGER 단기통안채,미래에셋자산운용,842625.0,2592.0,23400,1.48
356540,ACE 종합채권(AA-이상)KIS액티브,한국투자신탁운용,827047.0,208.0,1915,0.0
305540,TIGER 2차전지테마,미래에셋자산운용,810722.0,14352.0,1040992,0.82
458250,TIGER 미국30년국채스트립액티브(합성 H),미래에셋자산운용,781351.0,11053.0,293898,0.09
315930,KODEX Top5PlusTR,삼성자산운용,776088.0,693.0,26252,15.68
272580,TIGER 단기채권액티브,미래에셋자산운용,766885.0,1528.0,27343,0.0
446720,SOL 미국배당다우존스,신한자산운용,744785.0,3874.0,360072,0.14
486290,TIGER 미국나스닥100타겟데일리커버드콜,미래에셋자산운용,729215.0,5519.0,575492,0.01
476810,KODEX 25-11 은행채(AA-이상)PLUS액티브,삼성자산운용,728761.0,187.0,17677,0.04
449180,KODEX 미국S&P500(H),삼성자산운용,711225.0,5903.0,418456,0.31
479080,1Q 머니마켓액티브,하나자산운용,707038.0,4774.0,91147,0.0
152100,PLUS 200,한화자산운용,692863.0,17656.0,414937,3.01
091160,KODEX 반도체,삼성자산운용,692216.0,40845.0,1112199,1.02
465580,ACE 미국빅테크TOP7 Plus,한국투자신탁운용,668602.0,16885.0,949538,0.01
278540,KODEX MSCI Korea TR,삼성자산운용,662454.0,156.0,11360,1.3
329200,TIGER 리츠부동산인프라,미래에셋자산운용,655314.0,6534.0,1545129,0.05
396500,TIGER Fn반도체TOP10,미래에셋자산운용,653939.0,25464.0,2166913,0.26
314250,KODEX 미국빅테크10(H),삼성자산운용,644572.0,7137.0,139090,0.14
114800,KODEX 인버스,삼성자산운용,639401.0,146376.0,40652058,1.7
473290,KODEX 26-12 회사채(AA-이상)액티브,삼성자산운용,638560.0,628.0,58066,0.07
481060,KODEX 미국30년국채타겟커버드콜(합성 H),삼성자산운용,620164.0,9529.0,1106106,0.11
402970,ACE 미국배당다우존스,한국투자신탁운용,611874.0,4534.0,381657,0.01
153130,KODEX 단기채권,삼성자산운용,584905.0,1410.0,12417,0.01
498400,KODEX 200타겟위클리커버드콜,삼성자산운용,570762.0,30469.0,2746261,0.21
439870,KODEX 국고채30년액티브,삼성자산운용,564991.0,1425.0,11742,0.01
148070,KIWOOM 국고채10년,키움투자자산운용,558309.0,1455.0,12519,0.01
139260,TIGER 200 IT,미래에셋자산운용,544686.0,2368.0,73498,0.09
484790,KODEX 미국30년국채액티브(H),삼성자산운용,543071.0,10187.0,1149894,0.02
114260,KODEX 국고채3년,삼성자산운용,528796.0,2532.0,40355,0.0
456600,TIMEFOLIO 글로벌AI인공지능액티브,타임폴리오자산운용,506675.0,10766.0,365044,0.11
453870,TIGER 인도니프티50,미래에셋자산운용,505664.0,2806.0,208310,0.12
329750,TIGER 미국달러단기채권액티브,미래에셋자산운용,486913.0,2711.0,215813,0.01
438330,TIGER 우량회사채액티브,미래에셋자산운용,484885.0,9653.0,82328,0.0
466940,TIGER 은행고배당플러스TOP10,미래에셋자산운용,480362.0,35663.0,1838243,0.37
226490,KODEX 코스피,삼성자산운용,473863.0,16053.0,507045,0.7
456610,TIGER 미국달러SOFR금리액티브(합성),미래에셋자산운용,470016.0,866.0,15236,0.0
447770,TIGER 테슬라채권혼합Fn,미래에셋자산운용,469944.0,7142.0,529925,0.42
091180,KODEX 자동차,삼성자산운용,469829.0,12675.0,665073,0.4
487230,KODEX 미국AI전력핵심인프라,삼성자산운용,469263.0,21348.0,1416051,0.51
474220,TIGER 미국테크TOP10타겟커버드콜,미래에셋자산운용,469134.0,4759.0,360133,0.01
105190,ACE 200,한국투자신탁운용,461610.0,6243.0,149772,11.54
390390,KODEX 미국반도체,삼성자산운용,454515.0,9277.0,353771,0.75
454780,KIWOOM 종합채권(AA-이상)액티브,키움투자자산운용,451001.0,22.0,205,0.0
385560,RISE KIS국고채30년Enhanced,케이비자산운용,450893.0,1968.0,24214,0.02
471230,KODEX 국고채10년액티브,삼성자산운용,436365.0,3311.0,29093,0.01
462010,TIGER 2차전지소재Fn,미래에셋자산운용,433875.0,14526.0,3929906,0.55
453810,KODEX 인도Nifty50,삼성자산운용,432246.0,3005.0,218435,0.04
472870,RISE 미국30년국채엔화노출(합성 H),케이비자산운용,423831.0,7048.0,861136,0.02
477050,PLUS 머니마켓액티브,한화자산운용,423506.0,1687.0,32199,0.0
441640,KODEX 미국배당커버드콜액티브,삼성자산운용,422457.0,6949.0,606534,0.02
448290,TIGER 미국S&P500(H),미래에셋자산운용,420587.0,3143.0,216657,0.1
449190,KODEX 미국나스닥100(H),삼성자산운용,416897.0,7432.0,430446,0.87
480260,TIGER 27-04회사채(A+이상)액티브,미래에셋자산운용,408852.0,1246.0,23328,0.0
451000,PLUS 종합채권(AA-이상)액티브,한화자산운용,405796.0,20.0,172,0.0
455030,KODEX 미국달러SOFR금리액티브(합성),삼성자산운용,397623.0,685.0,58159,0.01
069660,KIWOOM 200,키움투자자산운용,394079.0,10991.0,263868,0.0
483280,KODEX 미국AI테크TOP10타겟커버드콜,삼성자산운용,390928.0,4235.0,395989,0.02
475720,RISE 200위클리커버드콜,케이비자산운용,376904.0,11103.0,1193339,0.21
497570,TIGER 미국필라델피아AI반도체나스닥,미래에셋자산운용,376670.0,8067.0,691425,0.24
441680,TIGER 미국나스닥100커버드콜(합성),미래에셋자산운용,369996.0,1976.0,200066,0.02
293180,HANARO 200,엔에이치아문디자산운용,365570.0,4791.0,114732,22.73
251350,KODEX MSCI선진국,삼성자산운용,360443.0,1655.0,52689,0.01
438080,ACE 미국S&P500채권혼합액티브,한국투자신탁운용,357189.0,2207.0,173889,0.01
091170,KODEX 은행,삼성자산운용,351026.0,21567.0,1826243,1.12
364980,TIGER 2차전지TOP10,미래에셋자산운용,343572.0,27945.0,3707804,1.05
476800,KODEX 한국부동산리츠인프라,삼성자산운용,333190.0,5803.0,1239790,0.1
499660,TIGER CD금리플러스액티브(합성),미래에셋자산운용,328205.0,11074.0,11061,0.0
0007F0,KODEX 27-12 회사채(AA-이상)액티브,삼성자산운용,325906.0,237.0,23205,0.0
498410,KODEX 금융고배당TOP10타겟위클리커버드콜,삼성자산운용,325320.0,19979.0,1549298,0.25
489250,KODEX 미국배당다우존스,삼성자산운용,324727.0,2974.0,295780,0.03
455850,SOL AI반도체소부장,신한자산운용,323013.0,10485.0,873778,0.53
426030,TIMEFOLIO 미국나스닥100액티브,타임폴리오자산운용,318930.0,10264.0,347214,0.28
446770,ACE 글로벌반도체TOP4 Plus SOLACTIVE,한국투자신탁운용,317728.0,6458.0,215592,0.01
494890,KODEX 200액티브,삼성자산운용,309363.0,1864.0,155025,0.01
482730,TIGER 미국S&P500타겟데일리커버드콜,미래에셋자산운용,303555.0,2801.0,264777,0.02
102970,KODEX 증권,삼성자산운용,302329.0,52296.0,3706421,0.77
434730,HANARO 원자력iSelect,엔에이치아문디자산운용,297321.0,37987.0,1079656,0.94
481180,SOL 미국AI소프트웨어,신한자산운용,297178.0,5222.0,366956,0.05
385550,RISE 단기채권알파액티브,케이비자산운용,296278.0,231.0,2049,0.0
476450,KIWOOM 머니마켓액티브,키움투자자산운용,293987.0,636.0,12111,0.06
475080,KODEX 테슬라커버드콜채권혼합액티브,삼성자산운용,293338.0,2981.0,347469,0.01
365780,ACE 국고채10년,한국투자신탁운용,292394.0,786.0,8616,0.01
261260,KODEX 미국달러선물인버스2X,삼성자산운용,288537.0,4515.0,793886,0.0
479520,RISE KOFR금리액티브(합성),케이비자산운용,284759.0,260.0,2502,0.0
494300,KODEX 미국나스닥100데일리커버드콜OTM,삼성자산운용,278674.0,3883.0,416850,0.03
091230,TIGER 반도체,미래에셋자산운용,277514.0,18732.0,488603,1.28
304660,KODEX 미국30년국채울트라선물(H),삼성자산운용,276250.0,1315.0,175454,0.03
273140,KODEX 단기변동금리부채권액티브,삼성자산운용,275617.0,420.0,3664,0.0
395160,KODEX AI반도체,삼성자산운용,272752.0,5968.0,582868,0.52
437080,KODEX 미국종합채권ESG액티브(H),삼성자산운용,272574.0,1269.0,12565,0.01
487240,KODEX AI전력핵심설비,삼성자산운용,271755.0,38206.0,2567711,0.64
439860,KODEX ESG종합채권(A-이상)액티브,삼성자산운용,271191.0,286.0,2463,0.26
490490,SOL 미국배당미국채혼합50,신한자산운용,269379.0,1774.0,180136,0.02
491610,1Q CD금리액티브(합성),하나자산운용,263313.0,299.0,2919,0.0
461490,RISE 글로벌자산배분액티브,케이비자산운용,262607.0,2578.0,193980,0.01
302190,TIGER 중장기국채,미래에셋자산운용,262487.0,1236.0,23509,0.02
472160,TIGER 미국테크TOP10 INDXX(H),미래에셋자산운용,261197.0,8805.0,569505,0.61
228790,TIGER 화장품,미래에셋자산운용,258936.0,27037.0,6587353,1.17
494670,TIGER 조선TOP10,미래에셋자산운용,256580.0,25823.0,1276478,0.82
132030,KODEX 골드선물(H),삼성자산운용,254058.0,3061.0,154982,0.07
196230,RISE 단기통안채,케이비자산운용,253190.0,857.0,7420,0.01
448300,TIGER 미국나스닥100(H),미래에셋자산운용,252391.0,2844.0,158368,0.09
467940,KODEX 25-11 회사채(A+이상)액티브,삼성자산운용,252323.0,149.0,13658,0.2
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,미래에셋자산운용,251620.0,384.0,35220,0.31
473330,SOL 미국30년국채커버드콜(합성),신한자산운용,251178.0,3587.0,405892,0.02
487340,ACE 머니마켓액티브,한국투자신탁운용,247122.0,1643.0,15871,0.07
466950,TIGER 글로벌AI액티브,미래에셋자산운용,242717.0,1951.0,106708,0.09
388420,RISE 비메모리반도체액티브,케이비자산운용,242077.0,1921.0,172078,0.16
139230,TIGER 200 중공업,미래에셋자산운용,239829.0,17806.0,1650992,0.51
251340,KODEX 코스닥150선물인버스,삼성자산운용,238448.0,95004.0,26523793,3.74
488980,SOL 26-12 회사채(AA-이상)액티브,신한자산운용,236899.0,498.0,9585,0.1
361580,RISE 200TR,케이비자산운용,232809.0,2760.0,118854,0.0
462330,KODEX 2차전지산업레버리지,삼성자산운용,232433.0,27901.0,30970802,2.05
241180,TIGER 일본니케이225,미래에셋자산운용,232281.0,822.0,36688,0.38
245710,ACE 베트남VN30(합성),한국투자신탁운용,231184.0,1294.0,56711,0.09
395270,HANARO Fn K-반도체,엔에이치아문디자산운용,230986.0,7546.0,663036,0.69
295040,SOL 200TR,신한자산운용,229505.0,1710.0,110030,0.01
363570,KODEX 장기종합채권(AA-이상)액티브,삼성자산운용,229150.0,246.0,2402,0.01
452360,SOL 미국배당다우존스(H),신한자산운용,226059.0,1780.0,164723,0.34
0048J0,KODEX 미국머니마켓액티브,삼성자산운용,224853.0,1528.0,111386,0.03
251600,PLUS 고배당주채권혼합,한화자산운용,224750.0,10783.0,767509,0.01
463250,TIGER K방산&우주,미래에셋자산운용,224316.0,33084.0,1104351,0.58
476760,ACE 미국30년국채액티브,한국투자신탁운용,222673.0,5087.0,544473,0.02
434060,KODEX TDF2050액티브,삼성자산운용,220657.0,2011.0,137989,0.0
143860,TIGER 헬스케어,미래에셋자산운용,220281.0,7448.0,183257,0.41
329650,KODEX TRF3070,삼성자산운용,220125.0,719.0,52233,0.01
200250,KIWOOM 인도Nifty50(합성),키움투자자산운용,217512.0,1705.0,67767,0.02
423920,TIGER 미국필라델피아반도체레버리지(합성),미래에셋자산운용,216260.0,3457.0,151325,0.83
438100,ACE 미국나스닥100채권혼합액티브,한국투자신탁운용,211562.0,1323.0,99255,0.02
0001S0,TIGER 26-04 회사채(A+이상)액티브,미래에셋자산운용,210876.0,461.0,9010,0.02
409820,KODEX 미국나스닥100레버리지(합성 H),삼성자산운용,209741.0,2214.0,171503,0.62
458260,TIGER 미국투자등급회사채액티브(H),미래에셋자산운용,208673.0,904.0,18626,0.01
473460,KODEX 미국서학개미,삼성자산운용,208566.0,4357.0,229620,0.04
442320,RISE 글로벌원자력,케이비자산운용,207258.0,9361.0,313623,0.08
463290,1Q 단기금융채액티브,하나자산운용,206173.0,728.0,6757,0.06
456880,ACE 미국달러SOFR금리(합성),한국투자신탁운용,203687.0,1105.0,95944,0.01
277630,TIGER 코스피,미래에셋자산운용,202198.0,4507.0,141237,0.06
472170,TIGER 미국테크TOP10채권혼합,미래에셋자산운용,200004.0,1436.0,112568,0.02
495850,KODEX 코리아밸류업,삼성자산운용,199931.0,3496.0,282152,0.25
0052D0,TIGER 코리아배당다우존스,미래에셋자산운용,196417.0,27146.0,2234931,0.65
307520,TIGER 지주회사,미래에셋자산운용,192413.0,18110.0,1260533,0.62
138520,TIGER 삼성그룹펀더멘털,미래에셋자산운용,191280.0,946.0,72884,0.18
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),미래에셋자산운용,189725.0,524.0,89135,0.31
435420,TIGER 미국나스닥100채권혼합Fn,미래에셋자산운용,189249.0,911.0,69842,0.01
461270,ACE 26-06 회사채(AA-이상)액티브,한국투자신탁운용,188874.0,242.0,21829,0.01
0016X0,SOL 중단기회사채(A-이상)액티브,신한자산운용,180392.0,4019.0,79116,0.1
448540,ACE 엔비디아채권혼합블룸버그,한국투자신탁운용,175695.0,2464.0,105040,0.31
232080,TIGER 코스닥150,미래에셋자산운용,174998.0,7019.0,531308,1.12
418660,TIGER 미국나스닥100레버리지(합성),미래에셋자산운용,173089.0,2297.0,90838,0.26
458210,KIWOOM CD금리액티브(합성),키움투자자산운용,172509.0,58.0,541,0.0
480020,ACE 미국빅테크7+데일리타겟커버드콜(합성),한국투자신탁운용,170596.0,1747.0,165867,0.02
192090,TIGER 차이나CSI300,미래에셋자산운용,168815.0,993.0,99571,2.33
372330,KODEX 차이나항셍테크,삼성자산운용,166491.0,2918.0,363831,1.9
483290,KODEX 미국배당다우존스타겟커버드콜,삼성자산운용,165429.0,1606.0,176289,0.08
481190,SOL 미국테크TOP10,신한자산운용,164953.0,2652.0,201426,0.02
279530,KODEX 고배당주,삼성자산운용,162498.0,9468.0,711759,0.12
493810,TIGER 미국AI빅테크10타겟데일리커버드콜,미래에셋자산운용,161198.0,3045.0,301397,0.03
136340,RISE 중기우량회사채,케이비자산운용,161012.0,180.0,1675,0.01
272560,RISE 단기국공채액티브,케이비자산운용,160277.0,489.0,4311,0.0
472920,HK 종합채권(AA-이상)액티브,흥국자산운용,159381.0,1.0,6,0.0
157490,TIGER 소프트웨어,미래에셋자산운용,157676.0,21888.0,2164054,1.43
0008S0,TIGER 미국배당다우존스타겟데일리커버드콜,미래에셋자산운용,154119.0,1568.0,180103,0.03
364970,TIGER 바이오TOP10,미래에셋자산운용,153730.0,11199.0,1448562,1.33
305080,TIGER 미국채10년선물,미래에셋자산운용,153204.0,1278.0,103933,0.03
486450,SOL 미국AI전력인프라,신한자산운용,150019.0,3549.0,217953,0.04
0000J0,PLUS 한화그룹주,한화자산운용,149624.0,7059.0,298555,0.29
480030,ACE 미국500데일리타겟커버드콜(합성),한국투자신탁운용,149609.0,1436.0,146007,0.02
0051G0,SOL 미국원자력SMR,신한자산운용,149034.0,10450.0,815134,0.13
481430,RISE 국고채10년액티브,케이비자산운용,148989.0,1083.0,10057,0.02
462900,KoAct 바이오헬스케어액티브,삼성액티브자산운용,147942.0,6419.0,415266,0.3
302450,RISE 코스피,케이비자산운용,147872.0,728.0,22619,0.02
219480,KODEX 미국S&P500선물(H),삼성자산운용,147421.0,891.0,32407,0.01
475050,ACE KPOP포커스,한국투자신탁운용,146056.0,11385.0,915103,1.14
451530,TIGER 국고채30년스트립액티브,미래에셋자산운용,144276.0,1227.0,20376,0.66
445290,KODEX 로봇액티브,삼성자산운용,143521.0,6161.0,363208,0.23
433330,SOL 미국S&P500,신한자산운용,142163.0,718.0,40923,0.01
367770,RISE 수소경제테마,케이비자산운용,137400.0,3673.0,254007,0.39
464240,KIWOOM 26-09회사채(AA-이상)액티브,키움투자자산운용,137125.0,722.0,13804,0.0
309230,ACE 미국WideMoat동일가중,한국투자신탁운용,136893.0,636.0,24277,0.02
492500,1Q 현대차그룹채권(A+이상)&국고통안,하나자산운용,136737.0,25.0,491,0.0
