종목코드,종목명,운용사,평균 순자산총액,평균 거래대금,평균 거래량,평균 외국인보유비중
252420,RISE 200선물인버스2X,케이비자산운용,11562.0,575.0,407971,0.05
195920,TIGER 일본TOPIX(합성 H),미래에셋자산운용,11519.0,27.0,1117,0.0
230480,KIWOOM 미국달러선물인버스2X,키움투자자산운용,11422.0,31.0,6189,0.0
310080,RISE 중국MSCI China(H),케이비자산운용,11397.0,56.0,5749,0.0
453060,HANARO KOFR금리액티브(합성),엔에이치아문디자산운용,11377.0,11.0,101,0.0
453630,KODEX 미국S&P500필수소비재,삼성자산운용,11324.0,142.0,11909,0.0
140710,KODEX 운송,삼성자산운용,11302.0,845.0,139939,0.04
387280,TIGER 퓨처모빌리티액티브,미래에셋자산운용,11252.0,57.0,8111,0.0
430500,KIWOOM 물가채KIS,키움투자자산운용,11167.0,42.0,360,0.0
138530,TIGER LG그룹+펀더멘털,미래에셋자산운용,11154.0,267.0,37540,0.03
145850,TREX 펀더멘탈 200,유리에셋,11148.0,1.0,31,0.08
0066W0,SOL 국제금,신한자산운용,11146.0,1145.0,117990,0.0
117690,TIGER 차이나항셍30,미래에셋자산운용,11134.0,140.0,6893,0.0
379790,RISE 유로스탁스50(H),케이비자산운용,11110.0,141.0,9481,0.0
451150,에셋플러스 글로벌영에이지액티브,에셋플러스자산운용,11091.0,96.0,5245,0.0
253280,RISE 헬스케어,케이비자산운용,11068.0,2038.0,135744,0.06
159800,마이티 코스피100,디비자산운용,11042.0,43.0,1335,0.4
0036R0,RISE 미국휴머노이드로봇,케이비자산운용,10944.0,712.0,60065,0.0
461900,PLUS 미국테크TOP10,한화자산운용,10824.0,92.0,5101,0.01
453660,KODEX 미국S&P500경기소비재,삼성자산운용,10787.0,30.0,1903,0.0
376410,TIGER 탄소효율그린뉴딜,미래에셋자산운용,10776.0,107.0,10489,0.01
496120,ACE 코리아밸류업,한국투자신탁운용,10772.0,56.0,4510,0.0
0001P0,마이티 바이오시밀러&CDMO액티브,디비자산운용,10707.0,48.0,4930,0.0
483420,ACE 애플밸류체인액티브,한국투자신탁운용,10706.0,179.0,17057,0.0
445910,TIGER MKF배당귀족,미래에셋자산운용,10622.0,84.0,5268,0.02
269370,TIGER S&P글로벌인프라(합성),미래에셋자산운용,10611.0,40.0,2606,0.0
432840,HANARO 미국S&P500,엔에이치아문디자산운용,10570.0,38.0,2370,0.0
487920,ACE 인도시장대표BIG5그룹액티브,한국투자신탁운용,10569.0,46.0,5318,0.0
487950,KODEX 대만테크고배당다우존스,삼성자산운용,10548.0,79.0,8147,0.0
484890,SOL 머니마켓액티브,신한자산운용,10434.0,543.0,10511,0.0
253150,PLUS 200선물레버리지,한화자산운용,10414.0,95.0,2264,0.0
404260,KODEX 기후변화솔루션,삼성자산운용,10341.0,55.0,4563,0.0
463690,KODEX 미국S&P500커뮤니케이션,삼성자산운용,10333.0,52.0,3115,0.0
253250,KIWOOM 200선물레버리지,키움투자자산운용,10196.0,714.0,33495,0.0
281990,RISE 중소형고배당,케이비자산운용,10187.0,226.0,14834,0.01
385710,TIMEFOLIO K이노베이션액티브,타임폴리오자산운용,10162.0,207.0,23045,0.0
0051A0,KoAct 브로드컴밸류체인액티브,삼성액티브자산운용,10079.0,340.0,31072,0.0
482870,HANARO 주주가치성장코리아액티브,엔에이치아문디자산운용,10069.0,61.0,4704,0.0
0018Z0,RISE 미국양자컴퓨팅,케이비자산운용,10034.0,826.0,65878,0.0
0002C0,에셋플러스 인도일등기업포커스20액티브,에셋플러스자산운용,9975.0,10.0,932,0.0
0005C0,RISE 미국S&P500엔화노출(합성 H),케이비자산운용,9967.0,5.0,502,0.0
131890,ACE 삼성그룹동일가중,한국투자신탁운용,9942.0,102.0,4790,0.0
275290,KODEX 가치주,삼성자산운용,9890.0,116.0,8884,0.0
0021C0,ACE 장기자산배분액티브,한국투자신탁운용,9877.0,42.0,4036,0.0
0005G0,ITF K-AI반도체코어테크,아이비케이자산운용,9876.0,38.0,3168,0.0
215620,HK S&P코리아로우볼,흥국자산운용,9867.0,1.0,70,0.0
452440,VITA 밸류알파액티브,한국투자밸류자산운용,9832.0,268.0,18293,0.0
0021D0,ACE TDF2030액티브,한국투자신탁운용,9758.0,56.0,5441,0.0
473640,HANARO 글로벌금채굴기업,엔에이치아문디자산운용,9723.0,132.0,7253,0.0
0023B0,PLUS 미국양자컴퓨팅TOP10,한화자산운용,9720.0,165.0,12818,0.0
0035T0,PLUS 글로벌휴머노이드로봇액티브,한화자산운용,9693.0,1640.0,143638,0.0
0020H0,KoAct 글로벌양자컴퓨팅액티브,삼성액티브자산운용,9688.0,254.0,19186,0.0
471780,TIGER 코리아테크액티브,미래에셋자산운용,9643.0,31.0,3014,0.0
0036Z0,RISE 미국천연가스밸류체인,케이비자산운용,9599.0,688.0,68444,0.0
192720,파워 고배당저변동성,교보악사자산운용,9589.0,110.0,2535,0.0
225060,TIGER 이머징마켓MSCI레버리지(합성 H),미래에셋자산운용,9562.0,9.0,985,0.0
450190,KODEX 한중반도체(합성),삼성자산운용,9521.0,1.0,77,0.0
269530,PLUS S&P글로벌인프라,한화자산운용,9502.0,41.0,2264,0.0
429740,PLUS K리츠,한화자산운용,9452.0,112.0,16961,0.0
404120,TIMEFOLIO K신재생에너지액티브,타임폴리오자산운용,9419.0,265.0,18787,0.0
181480,ACE 미국부동산리츠(합성 H),한국투자신탁운용,9418.0,16.0,199,0.0
292160,TIGER KRX300,미래에셋자산운용,9412.0,67.0,3411,0.0
364690,KODEX 혁신기술테마액티브,삼성자산운용,9401.0,36.0,2201,0.0
480460,WON 한국부동산TOP3플러스,우리자산운용,9352.0,24.0,2502,0.0
292500,SOL KRX300,신한자산운용,9347.0,9.0,428,0.0
395760,PLUS ESG성장주액티브,한화자산운용,9337.0,8.0,822,0.0
460270,KIWOOM 미국달러SOFR금리액티브(합성),키움투자자산운용,9206.0,4.0,309,0.0
494210,SOL 미국500타겟커버드콜액티브,신한자산운용,9132.0,398.0,39797,0.0
0080X0,SOL 미국S&P500미국채혼합50,신한자산운용,9034.0,1532.0,152486,0.0
400590,SOL 글로벌탄소배출권선물ICE(합성),신한자산운용,8928.0,35.0,2876,0.0
407310,HANARO 200 TOP10,엔에이치아문디자산운용,8839.0,32.0,3663,0.0
413930,WON AI ESG액티브,우리자산운용,8829.0,25.0,2129,0.0
298340,PLUS 국채선물3년,한화자산운용,8796.0,565.0,9901,0.0
390400,KODEX 미국스마트모빌리티S&P,삼성자산운용,8774.0,55.0,9044,0.0
261110,TIGER 미국달러선물레버리지,미래에셋자산운용,8755.0,71.0,4649,0.0
251590,PLUS 고배당저변동50,한화자산운용,8750.0,154.0,9613,0.01
457930,BNK 미래전략기술액티브,비엔케이자산운용,8719.0,7.0,483,0.0
419420,KODEX 미국클린에너지나스닥,삼성자산운용,8719.0,56.0,9052,0.0
375760,HANARO 탄소효율그린뉴딜,엔에이치아문디자산운용,8718.0,210.0,20643,0.0
183710,RISE 주식혼합,케이비자산운용,8691.0,2.0,39,0.0
446690,KODEX 아시아AI반도체exChina액티브,삼성자산운용,8673.0,26.0,1440,0.0
289260,TIGER MSCI KOREA ESG리더스,미래에셋자산운용,8666.0,43.0,3848,0.0
139320,TIGER 금은선물(H),미래에셋자산운용,8663.0,158.0,10927,0.0
474390,SOL 국고채30년액티브,신한자산운용,8618.0,11.0,192,0.0
337120,KODEX 멀티팩터,삼성자산운용,8608.0,1.0,35,0.0
153270,KIWOOM 코스피100,키움투자자산운용,8607.0,294.0,9464,0.02
0047N0,PLUS 차이나AI테크TOP10,한화자산운용,8598.0,1210.0,122499,1.68
475070,KoAct 글로벌친환경전력인프라액티브,삼성액티브자산운용,8546.0,91.0,5379,0.03
449580,RISE 테슬라애플아마존채권혼합,케이비자산운용,8540.0,112.0,7544,0.0
277640,TIGER 코스피대형주,미래에셋자산운용,8514.0,257.0,16613,0.01
0015E0,KIWOOM 엔비디아미국30년국채혼합액티브(H),키움투자자산운용,8495.0,147.0,14421,0.0
498610,RISE 인도디지털성장,케이비자산운용,8466.0,20.0,1977,0.0
424460,HANARO 글로벌워터MSCI(합성),엔에이치아문디자산운용,8420.0,19.0,1298,0.0
442560,RISE TDF2040액티브,케이비자산운용,8395.0,55.0,4127,0.0
229720,KODEX KTOP30,삼성자산운용,8334.0,52.0,3022,0.0
474800,KIWOOM 미국원유에너지기업,키움투자자산운용,8152.0,553.0,50464,0.0
289040,KODEX MSCI KOREA ESG유니버설,삼성자산운용,8130.0,9.0,709,0.0
368680,KODEX K-뉴딜디지털플러스,삼성자산운용,8117.0,37.0,4741,0.0
0057H0,PLUS 미국S&P500미국채혼합50액티브,한화자산운용,8087.0,1393.0,136438,0.0
217770,TIGER 원유선물인버스(H),미래에셋자산운용,8077.0,408.0,156662,0.0
108590,TREX 200,유리에셋,8046.0,11.0,257,0.0
0008E0,ACE 미국중심중소형제조업,한국투자신탁운용,8014.0,80.0,8689,0.02
0015K0,TIGER 미국소비트렌드액티브,미래에셋자산운용,7963.0,38.0,4560,16.91
469790,KIWOOM K-테크TOP10,키움투자자산운용,7953.0,113.0,8656,0.0
0013P0,RISE 미국은행TOP10,케이비자산운용,7855.0,217.0,22119,0.0
499150,SOL 미국S&P500엔화노출(H),신한자산운용,7805.0,33.0,3317,0.0
462340,에셋플러스 글로벌다이나믹시니어액티브,에셋플러스자산운용,7790.0,6.0,383,0.0
438740,마이다스 중소형액티브,마이다스에셋,7786.0,14.0,505,0.0
498050,HANARO 바이오코리아액티브,엔에이치아문디자산운용,7752.0,244.0,20823,0.0
225050,TIGER 유로스탁스레버리지(합성 H),미래에셋자산운용,7736.0,25.0,2016,0.0
182490,TIGER 단기선진하이일드(합성 H),미래에셋자산운용,7736.0,21.0,1568,0.0
227570,TIGER 우량가치,미래에셋자산운용,7735.0,192.0,12158,0.01
227830,PLUS 코스피,한화자산운용,7667.0,49.0,1544,0.38
252650,KODEX 200동일가중,삼성자산운용,7666.0,35.0,2533,0.0
237440,TIGER 경기방어채권혼합,미래에셋자산운용,7583.0,112.0,11303,0.13
497520,ACE 일라이릴리밸류체인,한국투자신탁운용,7581.0,23.0,2302,0.0
375270,RISE 글로벌데이터센터리츠(합성),케이비자산운용,7539.0,22.0,1805,0.0
234310,RISE V&S셀렉트밸류,케이비자산운용,7494.0,5.0,293,0.0
227560,TIGER 200 생활소비재,미래에셋자산운용,7494.0,232.0,20004,0.01
270800,RISE KQ고배당,케이비자산운용,7485.0,27.0,2024,0.0
497510,ACE 글로벌빅파마,한국투자신탁운용,7485.0,23.0,2326,0.0
464600,SOL 자동차소부장Fn,신한자산운용,7427.0,50.0,5406,0.0
0073X0,FOCUS 알리바바미국채커버드콜혼합,브이아이자산운용,7422.0,89.0,8951,0.0
411540,SOL 200 Top10,신한자산운용,7406.0,64.0,7116,10.11
289250,TIGER MSCI KOREA ESG유니버설,미래에셋자산운용,7401.0,5.0,374,0.0
140580,RISE 우량업종대표주,케이비자산운용,7383.0,15.0,979,0.0
415760,SOL 차이나육성산업액티브(합성),신한자산운용,7311.0,30.0,4068,2.55
367740,HANARO Fn5G산업,엔에이치아문디자산운용,7272.0,11.0,799,0.0
267440,RISE 미국장기국채선물(H),케이비자산운용,7261.0,24.0,2825,0.0
488290,마이다스 일본테크액티브,마이다스에셋,7257.0,6.0,271,0.0
491630,RISE 미국반도체인버스(합성 H),케이비자산운용,7216.0,17.0,1019,0.0
442580,PLUS 글로벌HBM반도체,한화자산운용,7186.0,141.0,6793,0.0
460280,KIWOOM Fn유전자혁신기술,키움투자자산운용,7118.0,9.0,872,0.0
244620,KODEX 모멘텀Plus,삼성자산운용,7062.0,23.0,1582,0.0
400580,SOL 유럽탄소배출권선물S&P(H),신한자산운용,7023.0,15.0,1431,0.0
225030,TIGER 미국S&P500선물인버스(H),미래에셋자산운용,7010.0,308.0,110799,0.0
360150,KODEX 코스닥150롱코스피200숏선물,삼성자산운용,6973.0,99.0,12227,0.0
464060,HANARO 글로벌반도체TOP10 SOLACTIVE,엔에이치아문디자산운용,6943.0,98.0,5145,0.0
404650,SOL KRX기후변화솔루션,신한자산운용,6934.0,24.0,1992,0.01
435550,KIWOOM TDF2050액티브,키움투자자산운용,6920.0,20.0,1383,0.0
0050E0,PLUS 미국AI에이전트,한화자산운용,6893.0,87.0,9083,0.0
304760,HANARO KRX300,엔에이치아문디자산운용,6872.0,2.0,96,0.0
315270,TIGER 200커뮤니케이션서비스,미래에셋자산운용,6835.0,125.0,5465,0.0
435540,KIWOOM TDF2040액티브,키움투자자산운용,6822.0,9.0,651,0.0
442550,RISE TDF2030액티브,케이비자산운용,6775.0,44.0,3449,0.0
174350,TIGER 로우볼,미래에셋자산운용,6774.0,114.0,7069,0.0
292050,RISE KRX300,케이비자산운용,6768.0,55.0,2713,0.0
166400,TIGER 200커버드콜OTM,미래에셋자산운용,6725.0,21.0,1478,0.0
391670,HK 베스트일레븐액티브,흥국자산운용,6685.0,11.0,914,0.0
429010,TIGER 미국나스닥넥스트100,미래에셋자산운용,6650.0,7.0,472,0.0
189400,PLUS 글로벌MSCI(합성 H),한화자산운용,6642.0,12.0,542,0.0
488200,KIWOOM K-2차전지북미공급망,키움투자자산운용,6550.0,70.0,9214,0.0
228820,TIGER KTOP30,미래에셋자산운용,6533.0,99.0,11296,0.02
289670,PLUS 국채선물10년,한화자산운용,6509.0,114.0,2019,0.0
399580,RISE 글로벌클린에너지,케이비자산운용,6500.0,60.0,8838,0.0
449680,TIGER 한중전기차(합성),미래에셋자산운용,6476.0,1.0,169,0.0
0079X0,ACE BYD밸류체인액티브,한국투자신탁운용,6429.0,7348.0,720025,0.0
404540,TIGER KRX기후변화솔루션,미래에셋자산운용,6407.0,52.0,4241,0.0
488480,RISE 일본섹터TOP4Plus,케이비자산운용,6365.0,9.0,916,0.0
373490,KODEX 코리아혁신성장액티브,삼성자산운용,6360.0,26.0,1961,0.0
267490,RISE 미국장기국채선물레버리지(합성 H),케이비자산운용,6355.0,46.0,8379,0.0
435530,KIWOOM TDF2030액티브,키움투자자산운용,6349.0,10.0,773,0.0
416090,ACE 중국과창판STAR50,한국투자신탁운용,6310.0,40.0,5636,0.0
381570,HANARO Fn친환경에너지,엔에이치아문디자산운용,6304.0,176.0,24510,0.01
489010,PLUS 글로벌AI인프라,한화자산운용,6298.0,46.0,3407,0.0
487130,KoAct AI인프라액티브,삼성액티브자산운용,6265.0,186.0,17808,0.0
380340,ACE Fn5G플러스,한국투자신탁운용,6252.0,55.0,5010,0.0
176950,KODEX 국채선물10년인버스,삼성자산운용,6228.0,9.0,160,0.0
316300,ACE 싱가포르리츠,한국투자신탁운용,6054.0,17.0,1376,0.03
279540,KODEX 최소변동성,삼성자산운용,6051.0,2.0,153,0.0
489860,KIWOOM 글로벌전력GRID인프라,키움투자자산운용,6025.0,116.0,9927,0.0
456200,PLUS 미국달러SOFR금리액티브(합성),한화자산운용,5981.0,3.0,44,0.0
441330,KIWOOM 차이나A50커넥트MSCI,키움투자자산운용,5949.0,5.0,497,0.0
280920,PLUS 주도업종,한화자산운용,5898.0,14.0,1063,0.0
469530,RISE 미국달러선물인버스,케이비자산운용,5842.0,6.0,671,0.0
483020,KIWOOM 의료AI,키움투자자산운용,5753.0,196.0,19734,0.07
304670,KODEX 미국30년국채울트라선물인버스(H),삼성자산운용,5746.0,20.0,1697,0.0
490330,KoAct 미국뇌질환치료제액티브,삼성액티브자산운용,5685.0,37.0,4407,0.0
481200,SOL 미국테크TOP10인버스(합성),신한자산운용,5665.0,7.0,953,0.0
295000,RISE 국채선물10년,케이비자산운용,5625.0,234.0,4228,0.0
219900,ACE 중국본토CSI300레버리지(합성),한국투자신탁운용,5624.0,22.0,7650,0.13
429980,SOL 한국형글로벌전기차&2차전지액티브,신한자산운용,5622.0,30.0,2490,0.0
402460,HANARO Fn K-메타버스MZ,엔에이치아문디자산운용,5583.0,20.0,2560,0.0
401590,HANARO 글로벌탄소배출권선물ICE(합성),엔에이치아문디자산운용,5574.0,21.0,2129,0.0
459370,SOL 유럽탄소배출권선물인버스ICE(H),신한자산운용,5491.0,13.0,1166,0.0
140570,RISE 수출주,케이비자산운용,5485.0,20.0,1398,0.0
205720,ACE 일본TOPIX인버스(합성 H),한국투자신탁운용,5431.0,91.0,39523,0.0
432600,RISE 국채선물3년,케이비자산운용,5414.0,1.0,10,0.0
437370,RISE 글로벌농업경제,케이비자산운용,5372.0,17.0,1866,0.0
267450,RISE 미국장기국채선물인버스(H),케이비자산운용,5337.0,2.0,143,0.0
105010,TIGER 라틴35,미래에셋자산운용,5310.0,27.0,5914,0.0
261920,ACE 필리핀MSCI(합성),한국투자신탁운용,5284.0,8.0,556,0.0
244670,KODEX 밸류Plus,삼성자산운용,5283.0,169.0,16451,0.04
138920,KODEX 콩선물(H),삼성자산운용,5264.0,42.0,3893,0.0
395750,PLUS ESG가치주액티브,한화자산운용,5261.0,46.0,4846,0.0
461580,TIGER 코스닥글로벌,미래에셋자산운용,5248.0,15.0,1204,0.0
226380,ACE Fn성장소비주도주,한국투자신탁운용,5143.0,37.0,5046,0.02
373790,KIWOOM 미국방어배당성장나스닥,키움투자자산운용,5103.0,19.0,1263,0.0
450180,KODEX 한중전기차(합성),삼성자산운용,5089.0,1.0,143,0.0
397420,RISE 국채선물5년추종,케이비자산운용,5081.0,0.0,8,0.0
486780,HANARO 200선물레버리지1.5X,엔에이치아문디자산운용,5033.0,41.0,2558,0.0
0004G0,1Q 미국배당TOP30,하나자산운용,5025.0,71.0,8104,0.0
301400,PLUS 코스닥150,한화자산운용,4998.0,25.0,1875,0.0
433250,UNICORN R&D 액티브,현대자산운용,4961.0,2.0,117,0.0
291890,KODEX MSCI EM선물(H),삼성자산운용,4922.0,70.0,7625,0.0
373530,PLUS 신흥국MSCI인버스(합성 H),한화자산운용,4912.0,1.0,123,0.0
266390,KODEX 경기소비재,삼성자산운용,4911.0,111.0,11269,0.02
321410,KODEX 멀티에셋하이인컴(H),삼성자산운용,4835.0,10.0,982,0.0
277650,TIGER 코스피중형주,미래에셋자산운용,4812.0,24.0,1338,0.0
139290,TIGER 200 경기소비재,미래에셋자산운용,4731.0,74.0,4216,0.02
139240,TIGER 200 철강소재,미래에셋자산운용,4690.0,341.0,29267,0.07
476310,RISE 글로벌비만산업TOP2+,케이비자산운용,4659.0,28.0,3213,0.0
314700,HANARO 농업융복합산업,엔에이치아문디자산운용,4653.0,50.0,4921,0.0
407170,KCGI 스마트커머스액티브,케이씨지아이자산운용,4600.0,20.0,1971,0.0
407160,KCGI 테크미디어텔레콤액티브,케이씨지아이자산운용,4548.0,12.0,1291,0.0
346000,HANARO KAP초장기국고채,엔에이치아문디자산운용,4514.0,28.0,689,0.0
244660,KODEX 퀄리티Plus,삼성자산운용,4462.0,2.0,187,0.0
487750,BNK 온디바이스AI,비엔케이자산운용,4416.0,68.0,8113,0.01
485810,TIMEFOLIO 글로벌안티에이징바이오액티브,타임폴리오자산운용,4366.0,34.0,4128,0.0
411050,ACE 글로벌메타버스테크액티브,한국투자신탁운용,4337.0,30.0,1945,0.0
256450,PLUS 심천차이넥스트(합성),한화자산운용,4288.0,5.0,577,0.0
407300,HANARO Fn골프테마,엔에이치아문디자산운용,4215.0,54.0,6333,0.01
266550,PLUS 중형주저변동50,한화자산운용,4151.0,21.0,1399,0.0
280940,KODEX 골드선물인버스(H),삼성자산운용,4151.0,109.0,24019,0.0
476260,HANARO 반도체핵심공정주도주,엔에이치아문디자산운용,4109.0,175.0,27024,0.04
466810,BNK 2차전지양극재,비엔케이자산운용,4089.0,90.0,20578,0.01
486790,HANARO 코스닥150선물레버리지1.5X,엔에이치아문디자산운용,4038.0,17.0,1390,0.0
334690,RISE 팔라듐선물(H),케이비자산운용,3992.0,77.0,13247,0.0
253160,PLUS 200선물인버스2X,한화자산운용,3955.0,149.0,50677,0.13
253230,KIWOOM 200선물인버스2X,키움투자자산운용,3945.0,180.0,126459,0.03
454180,KIWOOM 차이나내수소비TOP CSI,키움투자자산운용,3889.0,26.0,3052,0.0
292730,FOCUS KRX300,브이아이자산운용,3866.0,0.0,24,0.0
291680,RISE 차이나H선물인버스(H),케이비자산운용,3797.0,2.0,275,0.0
476000,UNICORN 포스트IPO액티브,현대자산운용,3783.0,7.0,875,0.0
482030,KoAct 테크핵심소재공급망액티브,삼성액티브자산운용,3753.0,28.0,4073,0.0
220130,SOL 차이나강소기업CSI500(합성 H),신한자산운용,3658.0,10.0,2130,0.0
227550,TIGER 200 산업재,미래에셋자산운용,3652.0,62.0,6541,0.01
238670,PLUS 스마트베타Quality채권혼합,한화자산운용,3591.0,48.0,4083,0.0
243890,TIGER 200에너지화학레버리지,미래에셋자산운용,3591.0,179.0,36169,0.0
413220,SOL 차이나태양광CSI(합성),신한자산운용,3509.0,28.0,7459,0.0
261060,TIGER 코스닥150IT,미래에셋자산운용,3432.0,66.0,4868,0.01
291620,KIWOOM 코스닥150선물인버스,키움투자자산운용,3263.0,59.0,9145,0.0
488210,KIWOOM K-반도체북미공급망,키움투자자산운용,3236.0,45.0,4908,0.03
252000,TIGER 200동일가중,미래에셋자산운용,3233.0,18.0,1213,0.0
098560,TIGER 방송통신,미래에셋자산운용,3122.0,112.0,13027,0.02
483030,KIWOOM 미국블록버스터바이오테크의약품+,키움투자자산운용,3111.0,39.0,4307,0.0
426330,KIWOOM 미국ETF산업STOXX,키움투자자산운용,3079.0,11.0,739,0.0
433870,PLUS TDF2050액티브,한화자산운용,2987.0,13.0,901,0.0
306520,HANARO 200선물인버스,엔에이치아문디자산운용,2799.0,30.0,3441,0.0
415920,PLUS 글로벌희토류&전략자원생산기업,한화자산운용,2721.0,183.0,39654,0.0
252410,RISE 200선물인버스,케이비자산운용,2719.0,63.0,13621,0.0
253240,KIWOOM 200선물인버스,키움투자자산운용,2681.0,34.0,7194,0.01
470310,UNICORN 생성형AI강소기업액티브,현대자산운용,2648.0,125.0,13849,0.0
433860,PLUS TDF2040액티브,한화자산운용,2614.0,14.0,1105,0.0
306530,HANARO 코스닥150선물레버리지,엔에이치아문디자산운용,2403.0,88.0,10661,0.0
291630,KIWOOM 코스닥150선물레버리지,키움투자자산운용,2376.0,148.0,35992,0.0
334700,RISE 팔라듐선물인버스(H),케이비자산운용,2347.0,27.0,5910,0.0
465620,ACE 미국빅테크TOP7 Plus인버스(합성),한국투자신탁운용,2302.0,12.0,1295,0.0
139310,TIGER 금속선물(H),미래에셋자산운용,2235.0,26.0,4547,0.0
145670,ACE 인버스,한국투자신탁운용,2155.0,57.0,12700,0.0
275750,RISE 코스닥150선물인버스,케이비자산운용,2076.0,14.0,3935,0.0
412560,TIGER BBIG레버리지,미래에셋자산운용,1750.0,66.0,29475,0.0
301410,PLUS 코스닥150선물인버스,한화자산운용,1694.0,9.0,1683,0.0
265690,ACE 러시아MSCI(합성),한국투자신탁운용,86.0,0.0,0,0.15
